province,district,street,price_unit,price_value,price_absolute,area,type,front,room,toilet,floor,attributes
01,005,Mặt phố Tòa C Chung cư Paragon 86 Duy Tân,1,8.85,8850.0,165.0,1,13.0,5,3,1,"Ô tô, Dòng tiền, Chung cư, Thang máy"
01,005,Nguyễn Khang,1,28.0,28000.0,80.0,1,5.0,0,0,8,Ô tô
01,005,Mặt phố Nguyễn Bá Khoản,1,22.5,22500.0,66.0,1,3.4,6,6,4,"Mặt phố, Kinh doanh, Dòng tiền"
01,005,Hoàng Quốc Việt,1,3.3,3300.0,80.0,1,5.0,0,0,2,
01,005,Nghĩa Tân,1,3.5,3500.0,70.0,1,4.0,3,1,1,
01,005,Xuân Thuỷ,1,13.5,13500.0,50.0,1,10.0,10,0,5,Ô tô
01,005,Mặt phố Nguyễn Ngọc Vũ,1,11.45,11450.0,72.0,1,5.0,4,0,4,Ô tô
01,005,Mặt phố Nguyễn Ngọc Vũ,1,39.5,39500.0,68.0,1,13.0,7,7,8,"Ô tô, Mặt phố, Kinh doanh, Thang máy, Dòng tiền"
01,005,Nguyễn Khánh Toàn,1,42.8,42800.0,196.0,1,9.1,0,0,-1,"Ô tô, Dòng tiền, Kinh doanh"
01,005,Mặt phố Nguyễn Chánh,1,27.2,27200.0,62.0,1,4.0,10,0,5,"Ô tô, Mặt phố, Kinh doanh, Thang máy"
01,005,Hoàng Quốc Việt,1,19.0,19000.0,60.0,1,5.0,2,1,4,"Ô tô, Kinh doanh"
01,005,Mặt phố Tô Hiệu,1,22.0,22000.0,130.0,1,3.8,12,7,6,"Ô tô, Mặt phố, Kinh doanh"
01,005,Dương Quảng Hàm,1,14.0,14000.0,47.0,1,4.7,2,1,4,"Ô tô, Kinh doanh"
01,005,Mặt phố Xuân Thuỷ,1,8.9,8900.0,24.0,1,2.3,0,0,1,"Mặt phố, Kinh doanh"
01,005,Trung Kính,1,9.7,9700.0,36.0,1,3.1,0,0,1,"Ô tô, Kinh doanh, Mặt phố"
01,005,Phan Văn Trường,1,26.0,26000.0,61.0,1,6.1,10,0,7,"Ô tô, Kinh doanh"
01,005,Trần Quốc Vượng,1,16.2,16200.001,78.0,1,12.0,21,21,6,
01,005,Nguyễn Ngọc Vũ,1,36.0,36000.0,210.0,1,3.5,26,26,7,
01,005,Xuân Thuỷ,1,13.5,13500.0,50.0,1,10.0,2,1,4,"Ô tô, Kinh doanh"
01,005,Võ Chí Công,1,5.95,5950.0,40.0,1,3.9,9,6,5,
01,005,Phạm Tuấn Tài,1,6.0,6000.0,55.0,1,5.0,0,0,1,"Ô tô, Mặt phố, Kinh doanh, Dòng tiền"
01,005,Cầu Giấy,1,8.3,8300.0,37.0,1,3.4,6,3,4,"Ô tô, Kinh doanh"
01,005,Hoàng Quốc Việt,1,15.2,15200.0,65.0,1,5.0,2,2,4,"Ô tô, Kinh doanh, Dòng tiền"
01,005,Trung Kính,1,11.8,11800.0,60.0,1,4.1,4,2,2,
01,005,Cầu Giấy,1,13.95,13950.0,46.0,1,3.6,6,0,6,"Ô tô, Kinh doanh"
01,005,Mặt phố Cầu Giấy,1,43.0,43000.0,75.0,1,5.1,0,0,1,"Mặt phố, Ô tô, Kinh doanh, Dòng tiền"
01,005,Quan Hoa,1,12.8,12800.0,60.0,1,3.3,6,3,4,Kinh doanh
01,005,Hoàng Ngân,1,39.0,39000.0,87.0,1,4.6,6,6,6,"Mặt phố, Ô tô, Kinh doanh"
01,005,Nguyễn Khánh Toàn,1,8.4,8400.0,57.0,1,3.8,0,0,-1,
01,005,Đông Quan,1,7.25,7250.0,35.0,1,4.6,6,6,6,
01,005,Nguyễn Khánh Toàn,1,24.0,24000.0,80.0,1,4.2,10,10,6,"Ô tô, Dòng tiền, Kinh doanh, Chung cư"
01,005,Mặt phố Mạc Thái Tổ,1,69.8,69800.0,121.0,1,24.0,10,6,5,"Mặt phố, Kinh doanh, Ô tô"
01,005,Phạm Hùng,1,86.0,86000.0,137.0,1,20.0,0,0,4,
01,005,Mạc Thái Tổ,1,22.0,22000.0,50.0,1,4.1,5,1,5,"Ô tô, Mặt phố, Kinh doanh"
01,005,Quan Hoa,1,55.0,55000.0,180.0,1,5.4,38,0,10,"Ô tô, Kinh doanh"
01,005,Mặt phố CC Lucky Bắc Hà 30 Phạm Văn Đồng,1,4.5,4500.0,70.0,1,5.0,0,0,1,Chung cư
01,005,Phan Văn Trường,1,11.6,11600.0,41.0,1,3.5,5,3,4,"Ô tô, Kinh doanh, Dòng tiền"
01,005,Hoàng Quốc Việt,1,15.2,15200.0,70.0,1,5.1,8,8,5,"Ô tô, Dòng tiền, Thang máy"
01,005,Mặt phố Cầu Giấy,1,19.5,19500.0,29.0,1,3.3,5,1,5,"Ô tô, Mặt phố, Kinh doanh"
01,005,Hoà,1,12.8,12800.0,70.0,1,5.2,5,3,3,Ô tô
01,005,Nghĩa Tân,1,10.5,10500.0,130.0,1,4.0,5,2,1,"Mặt phố, Kinh doanh, Ô tô, Chung cư, Dòng tiền"
01,005,Xuân Thuỷ,1,12.0,12000.0,42.0,1,3.5,7,4,4,"Ô tô, Kinh doanh"
01,005,Lạc Long Quân,1,37.5,37500.0,114.0,1,5.5,7,0,7,
01,005,Mặt phố Nguyễn Khang,1,16.9,16900.0,41.0,1,4.0,8,0,5,"Ô tô, Mặt phố, Kinh doanh"
01,005,Mặt phố Nguyễn Khang,1,26.0,26000.0,54.0,1,4.6,6,4,4,
01,005,Lạc Long Quân,1,26.9,26900.0,115.0,1,10.0,8,4,5,"Ô tô, Mặt phố, Kinh doanh, Dòng tiền"
01,005,Đồng Bát,1,9.8,9800.0,34.0,1,3.3,7,5,5,"Ô tô, Kinh doanh"
01,005,Lạc Long Quân,1,13.0,13000.0,50.0,1,5.0,0,0,1,"Ô tô, Kinh doanh"
01,005,Mặt phố Cầu Giấy,1,58.0,58000.0,197.0,1,4.0,23,0,9,"Mặt phố, Kinh doanh"
01,005,Mặt phố Nguyễn Khang,1,43.0,43000.0,88.0,1,4.5,10,7,7,"Ô tô, Mặt phố, Kinh doanh"
01,005,Nguyễn Khánh Toàn,1,13.0,13000.0,90.0,1,3.0,6,3,2,Kinh doanh
01,005,Trần Thái Tông,1,7.5,7500.0,33.0,1,3.0,5,3,5,
01,005,Hồ Tùng Mậu,1,9.2,9200.0,61.0,1,4.0,6,4,4,
01,005,Phùng Chí Kiên,1,16.8,16800.0,54.0,1,4.3,8,0,4,"Kinh doanh, Ô tô, Mặt phố"
01,005,Mặt phố Cầu Giấy,1,19.8,19800.0,40.0,1,3.0,0,0,1,"Ô tô, Mặt phố, Kinh doanh, Dòng tiền"
01,005,Mặt phố Dịch Vọng Hậu,1,225.0,225000.0,293.0,1,15.0,0,0,8,"Ô tô, Mặt phố"
01,005,Phùng Chí Kiên,1,17.9,17900.0,78.0,1,4.4,0,0,-1,"Ô tô, Mặt phố, Kinh doanh"
01,005,Nguyễn Khánh Toàn,1,9.1,9100.0,48.0,1,3.8,8,5,5,
01,005,Mặt phố KĐT mới Yên Hòa,1,89.0,89000.0,203.0,1,15.0,10,6,6,"Ô tô, Kinh doanh, Mặt phố"
01,005,Nguyễn Khang,1,18.9,18900.0,64.0,1,4.0,7,3,6,"Ô tô, Kinh doanh"
01,005,Mặt phố CC Đông Đô Nghĩa Đô,1,6.0,6000.0,95.0,1,6.0,3,2,1,"Thang máy, Chung cư, Dòng tiền"
01,005,Nguyễn Ngọc Vũ,1,8.9,8900.0,50.0,1,7.0,0,0,3,Kinh doanh
01,005,Nguyễn Khang,1,11.3,11300.0,51.5,1,4.0,0,0,7,"Thang máy, Kinh doanh"
01,005,Mặt phố hộ Chung cư cao cấp Thăng Long No.1 - B.514 - Khuất Duy Tiến,1,8.0,8000.0,117.0,1,8.0,3,2,1,Chung cư
01,005,Phạm Thận Duật,1,17.5,17500.0,49.0,1,3.8,0,0,7,"Ô tô, Kinh doanh, Thang máy"
01,005,Trần Bình,1,34.0,34000.0,160.0,1,24.0,6,2,4,"Ô tô, Kinh doanh"
01,005,Trần Thái Tông,1,12.2,12200.0,52.0,1,4.0,9,9,5,
01,005,Trần Quốc Hoàn,1,22.0,22000.0,77.0,1,6.2,8,4,4,"Ô tô, Kinh doanh"
01,005,Nguyễn Chánh,1,19.1,19100.0,60.0,1,4.0,4,1,4,
01,005,Mặt phố Quan Hoa,1,120.0,120000.0,191.0,1,10.0,8,3,9,"Mặt phố, Kinh doanh"
01,005,Nguyễn Khang,1,15.8,15800.0,62.0,1,4.1,2,1,3,"Ô tô, Kinh doanh"
01,005,Mặt phố Nguyễn Khả Trạc,1,17.5,17500.0,48.0,1,3.8,10,6,6,"Ô tô, Mặt phố, Kinh doanh"
01,005,Đông Quan,1,32.0,32000.0,100.0,1,16.0,6,3,4,"Ô tô, Mặt phố, Kinh doanh"
01,005,Mặt phố Hoàng Công Chất,1,19.9,19900.0,110.0,1,3.0,10,10,6,"Ô tô, Mặt phố, Kinh doanh, Thang máy"
